"score",Text,Sentiment
0," ngahaha pocong rambut","neutral"
-2," siang siang kok ada pocong ","negative"
0,"rt daramang cuu nurutan pocong ah dek comeback kak dunia pertwitteran","neutral"
0,"daramang cuu nurutan pocong ah dek comeback kak dunia pertwitteran","neutral"
-3," pocong karena kalo mati gue bakal di buat kayak begitu ","negative"
0," pocong mumun bisa wkwk","neutral"
0," kamu pernah tonton pocong mumun enggak itu dia bisa terbang","neutral"
0," arpi pocong pink ","neutral"
-2," seram pocong terbang tinggi juga","negative"
0,"pocong bisa terbang enggak sih ","neutral"
0," pocong yang enggak nya tiga itulho hantu kini bisa jadi selebtwit baru comeback sudah buat endorse ","neutral"
0," ini kak flat yang ada pocong itu ","neutral"
-7,"haduhhh ini anak kasihan banget bikin prank jadi pocong pocong pas di datengin tim teman teman pada kabur dia ","negative"
0," menteri alam gaib saja urus genderuwo pocong kuntilanak dsb cocok tuh ","neutral"
4,"bang ceritain alam lu pas mulai sakaratul maut sampai sukses jadi pocong dong ","positive"
0," pocong kuntilanak genderewo kenapa karena aku kan sering lihat mereka terus interaksi dan ngepassin mer ","neutral"
0," sebelah apih kirana itu pocong ke pucat macam ","neutral"
0,"rt sudah diblock awkarin diblock pocong diblock siapa lagi","neutral"
0," pocong dia enggak berisik kaya hantu lain masuk hantu yang introvert kali nya malu malu begitu dekat pohon pisang","neutral"
-2," nontonin pocong kok masuk molenan semen","negative"
-1," thea kan princess kamu itu mah dasar pocong ","negative"
-2," nontonnya pocong series atau azab spesial ya ","negative"
4," pocong karena asli hantu orang indonesia","positive"
4," sabar nama juga pocong","positive"
0," kuntilanak karena enggak nyereminnn kayak pocong","neutral"
0,"rt pocong sudah balik ke twitterawkarin sudah balik ke twitterkamu kapan balik sama akuhash ramashok ","neutral"
0," pocong karena indonesia banget","neutral"
0," pocong gara gara pernah lihat ","neutral"
0," pocong t zaman baheula bajuna angger wae nueta tara gonta ganti komo ngahajakeunshoping fashion mah ciri kasederhanaan anuhakiki ","neutral"
4," pocong karena suka bagi iphonenapa karena aku kan sering lihat mereka terus interaksi dan ngepassin mer ","positive"
-8," kok hantu sih favorit aku pocong deh soal dia enggak usah teriak suara takut dia diam di pohon pisang a ","negative"
6," pocong soal pas tak aku pernah diliatin mas pocong begitu sambil dibawain bunga mulut dia sumpah wkwk ","positive"
0," loh film nopo ni mbah delokan kulo mumun pocong enggak erti film ngoten wkwk","neutral"
0," pocong karena kayak permen sugus","neutral"
-3," gua searching dong astaghfirullah paling kaget dan yang keluar gampar pocong ","negative"
0,"pocong prank tegarmndrtarget umarmubarok evnubadrika angga si permana ve ","neutral"
-4,"rt teror pocong mbak sum thread awal gue enggak yakin mau cerita ini karena dari kian banyak alam gue ini","negative"
-4,"orang macam mana pocong gerak lompat ke golek ","negative"
0," pocong saja hidup","neutral"
-1," kalau ini sering sih aku dapat cerita ada tempat makan yang anak kecil lihat ada pocong nya lagi n ","negative"
0," coba main sama pocong","neutral"
-6,"pocong kembali main twidder langsung rame seluruh indonesia sementara itu ada yang iri dengan ke trending ngan n ","negative"
-5," wkwkwkwk itu loh yang katai pocong who sementara itu ada yang iri dengan ke trending ngan n ","negative"
1,"layar gelas pun mirip pocong wekwek","positive"
0,"jadi sekarang era nya pocong vs anak presiden menarique ","neutral"
-4,"pocong mana ","negative"
0,"rt pocong sudah balik ke twitterawkarin sudah balik ke twitterkamu kapan balik sama akuhash ramashok ","neutral"
0,"rt pocong sudah balik ke twitterawkarin sudah balik ke twitterkamu kapan balik sama akuhash ramashok ","neutral"
-1,"pocong kembali gentayang ","negative"
4,"kalau macam ini lah bentuk kuih dakap memang aku akan pnggil kuih pocong lah senang untuk aku ingat ","positive"
9,"cinta abang sama eneng bagai pocong ikat erat tanpa ada yang berani lepas ","positive"
2," apakah ini yang nama sumpah pocong ","positive"
0," cikgu rupa pocong ini kes pbd ini buat pening lahaiii ang untuk aku ingat ","neutral"
3,"nah malam sih yang medeni gue tidur nyenyak bangun gara suara tokek di depan kamar anjir mana banyak benar gata ","positive"
3," pocong naik motor sport hmmm menarique","positive"
0,"rt pocong sudah balik ke twitterawkarin sudah balik ke twitterkamu kapan balik sama akuhash ramashok ","neutral"
0," sama aku kenal sama mas pocong waktu aku sampai kelas ","neutral"
0," jadina kunti bukan pocong dong","neutral"
0," busy nye pocong ckgu rupanye","neutral"
0,"rt pocong sudah balik ke twitterawkarin sudah balik ke twitterkamu kapan balik sama akuhash ramashok ","neutral"
0,"rt tapi sudah benar nyak sa seram nya hantu ku jurig kuntilanak dedemit pocong genderewo dll tetap masih leuwih seram hantu","neutral"
0," pocong indon sendu ","neutral"
2,"rt netizen facebook sama segitiga saja takut netizen twitter ada pocong muncul sambut dengan sukacita ","positive"
0,"rt gue sempat ira yang posting foto selebtwit di menfess dengan caption pocong who itu ya orang orang yang di foto itu l","neutral"
0,"gue sempat ira yang posting foto selebtwit di menfess dengan caption pocong who itu ya orang orang yang di f ","neutral"
-4,"rt lagi rame balik di twitter jadi ingat ini salah satu tampil publik pertama di sama gua masih bayang anak","negative"
0,"rt anjir gue kaget banget sumpah gaboong dp lo lebih seram dari pocong jadi gakan gue follback ","neutral"
0," gali kubur mau ngambil tali pocong","neutral"
0," pocong kalo kebelet berak bagaimana apa pakai pampers bayi ","neutral"
0," nanti kalo pocong benar malah seram","neutral"
5,"semenjak pocong bangkit tl jadi penuh lumayan lah dari pada gelut politik ","positive"
-4,"rt lagi rame balik di twitter jadi ingat ini salah satu tampil publik pertama di sama gua masih bayang anak","negative"
0," well pocong enggak makan makan fisik jadi hipotesis saya ia tidak mungkin berak kalo berak pun paling tra ","neutral"
-14," enggak ah seram amat rasuk pocong di hipotesis saya ia tidak mungkin berak kalo berak pun paling tra ","negative"
0," pocong bisa follback aku enggak ","neutral"
-2,"baru engeh kalo sih jerom sama sih pocong saling sindir sindir haha","negative"
0,"pocong dkt gsc ini cerita kelakar ke aku nak g tengok ini aku bosaaasn","neutral"
4," jangan tiru cong dia hedon belum pernah rasai jadi pocong dia cong ajar cong cara sederhana t cowok t enggak jsgfia","positive"
0," pocong jepri mau a ","neutral"
0," jam film pocong sih mumun","neutral"
-1," innalillahi lagi rumah duka ada anak kecil tanya ke teman nanti jadi kuntilanak apa pocong ya pocong lihat saja disituia","negative"
0," pocong vs tengkorak","neutral"
0," di dunia lain pocong nih ","neutral"
-2," enggak kenal arief muhammad sini kenal pocong doang","negative"
0," ora papa des daripada hari ini moto ini sama hantu pocong beso moto ini sama kuntilanak besok moto ","neutral"
0,"rt bangkit nya sang pocong dari tanah twitter","neutral"
0," ajak om pocong juga ya mas kaesang","neutral"
0," bilang saja khilaf masuk pocong","neutral"
0,"haaaaaa pocong pun istighfar kuta bila nk istighfar hahahaha ","neutral"
-1,"ouch baru engah pocong sudah kembali ya","negative"
0,"dulu ada kakak kls yang mirror selfie cermin itu dan belakang ada pocong ada juga temenku sendiri nih yang bisa l ","neutral"
0,"pocong who pocong adalah saya dan anda jika sudah masuk alam barzah ","neutral"
-4,"rt definisi teman bangsat wkwkwkwkk teman nya jadi pocong datang polisi yang lain pada kabur terus yang jadi pocong mal","negative"
0," pocong ikut","neutral"
-2,"hai hai ba a kaba haha bikin welcomeback dong kayak pocong biar viral juga kabur terus yang jadi pocong mal","negative"
-4,"rt takut jenazah bete terus order gojek ke kubur kan ribet urus kasihan drivernya boncengin bagaimana","negative"
-2," enggak tau bgst banget memang apa memang tuh pocong lagi hamil terus gue tempel begitu jadi ikut mual mual wkwk","negative"
0," dari pocong itu","neutral"
-4," takut jenazah bete terus order gojek ke kubur kan ribet urus kasihan drivernya boncengin bagaimana pocong begitu n","negative"
-1," tengok cite pocong pun nyorok bawah ketiak aku hahaha","negative"
1,"rt isi twit pocong juga enggak ada apapa nya banding twit nya kok bisa laku dan hype sekal ya ","positive"
0," ayo ajak pocong dan jerome","neutral"
0," bang tutorial jadi pocong bagaimana","neutral"
0," tapi aku req kita roasting pocong lagi jam pagi bagaimana ","neutral"
-2," satu lagi jari siapa kok goib jari pocong ","negative"
0,"rt asa aku saja apa ya kalo lagi cuci muka atau pakai sampo bayang pocong lah kuntilanak lah lansung zikir dalam hati","neutral"
0,"pocang pocong pocang pocong sudah come back tapi masih di block ","neutral"
0," ngeri benar pocong","neutral"
-1,"rt dari zaman baru lahir sampai pocong muncul kembali hahaha nemu ini di liked twitter kali welcome back ","negative"
1,"rt ikut post ulang seperti memori kampanye di madura kita bagi dari juang ini yuk kita remind","positive"
-4,"rt ngelesnya amatir banget masih lebih pinteran anak sd soal urus ngeles lindungisaksibpn maka janganikutbermain ","negative"
8,"rt jokowi putus gila yang penting untuk negara akan saya kerja lindungisaksibpn","positive"
5,"rt takut hanya kepada allah dan cinta allah lebih cinta kepada isi dunia selamat malam selamat beristi","positive"
-2,"rt sempat sempat tidur di maka malam lagi asik urus berkas sambil gadang mungkin dia lelah hahaha maka jang","negative"
-6,"rt mati korban harus ungkap begitu juga mati ratus anggota kpps lindungisaksibpn ","negative"
-4,"rt definisi teman bangsat wkwkwkwkk teman nya jadi pocong datang polisi yang lain pada kabur terus yang jadi pocong mal","negative"
-4," ahahahha gblk gue kira pocong gp apa emen nya jadi pocong datang polisi yang lain pada kabur terus yang jadi pocong mal","negative"
0," pocong the originol nogori sombilan","neutral"
-3," siang panas begini ya tunggu pocong keluar jalan di aspal lah","negative"
0,"apa sih ini ada akun pocong wkwkwk","neutral"
0," yakin ke pocong dulu lalu ingat pocong rupa gun baja hahaha","neutral"
0,"pocong gp tapi helm pakai plastik wkwk ","neutral"
1,"rt topik cinta beda agama is sok last year try cinta beda alam kamu manusia dia pocong ","positive"
-5," orang indonesa itu lebih takut sama pocong daripada setan true story ","negative"
-2,"enggak sangka dapat juara pocong gp anjerrr padahal lawan cowok semua asa anak marc marquezzz wkwk","negative"
-2,"pocang pocong pocang pocong memang kenapa sih kalau sih pocong balik lagi kak twitter biar saja laaa yang lama main twitter p ","negative"
0," kayak pocong saja","neutral"
-4,"ingat enggak sih ada sinetron pocong mumun sama pocong jefri yang kalo ada pocong ada efek merah merah yaila aku deh tua ","negative"
0,"gorontalo agama islam idola cjr hobi makan upil konser kamar mandi main hp phobia pocong afiyah si bio ","neutral"
0," pocong dong","neutral"
0," haa memang pocong suara skuyyy","neutral"
-4," masa kalah sama pocong sih teman ","negative"
0," hidup di dunya ini penush coba dan uji habis itu ada tampak pocong dijndela rumah di film ","neutral"
4," siap dong nya ini penush coba dan uji habis itu ada tampak pocong dijndela rumah di film ","positive"
0," lihat pocong ngetweet coba dan uji habis itu ada tampak pocong dijndela rumah di film ","neutral"
0," bangkit nya sang pocong dari tanah twitter","neutral"
0,"rt pocong sudah balik ke twitterawkarin sudah balik ke twitterkamu kapan balik sama akuhash ramashok ","neutral"
0,"kelas spenlibels di jam saya enggak ada wisuda bagai ganti kami bertemu di hari lain dengan nggrudug del ","neutral"
0,"lagi pikir pocong ","neutral"
-4," masak mantu tni ngeri sama pocong suruh kejakarta mbak kalian suruh bawa anak buah budiman arife ","negative"
0," oka masih jadi landak gaul dan arief masih jadi pocong kalian suruh bawa anak buah budiman arife ","neutral"
-6," jangan sering lompat kau pocong susah kencing nanti","negative"
0," pocong enggak bisa pakai motor arief muhammad saja enggak bisa","neutral"
4,"aku kangen thread nya adora dan hilman dan juga pocong ririn ","positive"
0,"rt pocong sudah balik ke twitterawkarin sudah balik ke twitterkamu kapan balik sama akuhash ramashok ","neutral"
0,"pocong ","neutral"
3," wehhh taguna pocong nasib baik deh tau pasni memang tak lah nak lalu ","positive"
0," eeeehhh pocong siang prabowo deklarasi menang sampai kali lo enggak komen sampah","neutral"
0," coba tanya pocong","neutral"
-12,"pakai pic pocong di profil wa pada marah n ngedumel salah gue mana coba ya ","negative"
0,"please dong hargain asa gue gua juga manusia kali ya gua bukan pocong tau ","neutral"
-4," cong aku mau bertanya bagaimana cara pocong untuk makan pakai sendok dan garpu","negative"
2,"rt netizen facebook sama segitiga saja takut netizen twitter ada pocong muncul sambut dengan sukacita ","positive"
0,"rt pocong sudah balik ke twitterawkarin sudah balik ke twitterkamu kapan balik sama akuhash ramashok ","neutral"
0," training untuk jadi pocong ","neutral"
0," innalillahi sudah innalillahi bentar lagi jadi pocong lu","neutral"
4," pengin cepat jadi pocong kali g aku buah budiman arife ","positive"
0," iya gedorin pakai kepala coba deh lihat youtube nya raditya ka feat kisah tanah jawa sana semp ","neutral"
-4,"jalan chepor dalam ke meru raya deh ganggu pocong jaga jaga kalau jumpa minta nombor ekor hahahahha ","negative"
-1," iya chet saja sama pocong itu dia sudah kembali dari alam kubur sekarang lagi ngkorong ditwitter ","negative"
4,"suka ngemil tanmocollection jual macaroni mamade mie lidi osyin popcorn factory redondo wafer stick kripik pocong yuk di order ","positive"
0,"anjir deh kenapa sih pocong baru kenal lagi is this orang something ","neutral"
2,"rt netizen facebook sama segitiga saja takut netizen twitter ada pocong muncul sambut dengan sukacita ","positive"
0,"rt pocong sudah balik ke twitterawkarin sudah balik ke twitterkamu kapan balik sama akuhash ramashok ","neutral"
-4," pocong sirik mulu ","negative"
0,"rt pocong sudah balik ke twitterawkarin sudah balik ke twitterkamu kapan balik sama akuhash ramashok ","neutral"
1,"isi twit pocong juga enggak ada apapa nya banding twit nya kok bisa laku dan hype sekal ya ","positive"
0," lagi bertanya sama diri sendiri tentang misteri apakah itu gentayang karena tali nya enggak lepas ","neutral"
0," pocong mau ikut ","neutral"
0," itu pocong lagi sholat mbak kalian titip tagar mkbukanbawahantkn mkbukanbawahantkn","neutral"
0,"rt pocong sudah balik ke twitterawkarin sudah balik ke twitterkamu kapan balik sama akuhash ramashok ","neutral"
0,"saik kami balik bareng pocong ","neutral"
-7,"rt wkwkwk ini pocong mangkal mana sih ","negative"
2," pocong saja tweetnya bisa baca yang itu kagak baca sama sekal beda jenis kali sama pocong","positive"
4,"beda kelas kamu yang dulu dan kamu yang kemarin kelas kelas terrong kayak pocong lompat lompat enggak jelas","positive"
0," balik karena pocong wjwkw","neutral"
0,"rt pocong sudah balik ke twitterawkarin sudah balik ke twitterkamu kapan balik sama akuhash ramashok ","neutral"
-5,"oh iya lanjut pas sampai kamar lihat homescreen hp gambar jje seram banget kayak pocong langsung ganti jadi don ","negative"
0," pocong","neutral"
-4,"terus ya waktu sudah mulai gamenya itu harus kan ada banyak orang yang ikut tapi itu aku tinggal di rumah sakit angker ","negative"
0,"rt status anak usaha bumn adalah bumn lindungisaksibpn ","neutral"
-2,"rt pigai ada lembaga selain maka yang akan perintah kpu diskualifikasi jokowi maruf lindungisaksibpn","negative"
7,"rt kpu itu sudah umum menang milu dan kpu punya wakil sampai ke tingkat kab kota dan provinsi kenapa harus su","positive"
-3,"rt soal jabat maruf amin di bumn rr larang dan tidak pantas lindungisaksibpn","negative"
0,"rt pakar banding dan kpu lebih deg degan tunggu putus maka lindungisaksibpn","neutral"
3,"rt gaknagargakasik kami selalu dukung mendoakanmupk bang pasang tagar lindungisaksibpn ","positive"
4,"rt gaknagargakasik ayo kita doa buat selamat para saksi yang akan saksi di mksemoga allah lindung","positive"
11,"rt jika lpsk tidak bisa lindung saksi dan tim hukum kami rakyat dari baris akal sehat dukung ","positive"
-4,"rt tim hukum tuding polisi libat curang pilpres mabes polri kami netral indrpenden tidak betpihak ke apa","negative"
3,"tadi malam mimpi lihat pocong tanda apa ya","positive"
0,"rt enggak nagar enggak asik lindungisaksibpn lindungisaksibpnsilahkan komen saudara ","neutral"
0," santuy abang pocong","neutral"
0,"rt aktifis media sosil penjara karena kritisi bijak rezim contoh jonru mustofa nahra dll ini demokrasi ki","neutral"
2,"rt netizen facebook sama segitiga saja takut netizen twitter ada pocong muncul sambut dengan sukacita ","positive"
0," pocong","neutral"
0," pocong waras","neutral"
0,"rt pocong sudah balik ke twitterawkarin sudah balik ke twitterkamu kapan balik sama akuhash ramashok ","neutral"
0," pocong kayak nya","neutral"
0," pocong","neutral"
0," lagi ingin minta tolong sama bung agar mempromosiin akun baru gue biar di follow sama jutaaan followers abang pocong","neutral"
0,"pocong ini lo bukan ","neutral"
2,"rt netizen facebook sama segitiga saja takut netizen twitter ada pocong muncul sambut dengan sukacita ","positive"
-4,"tampak pocong di rumah abdi setan lewat ","negative"
0," masih tunggu sih pocong nih","neutral"
0," mungkin pocong adalah siskae","neutral"
0," ini adu cerita dar biar didoain pocong ","neutral"
3,"kenapa aku mimpi pocong pula aaaa serabut jssjjsns","positive"
0,"pocong apa yang disenengin ibu ibu pocong harga ","neutral"
0," ","neutral"
0," eh bukan kejar pocong sih jadi kayak diikutin nah tapi dia dekat perlahan begitu","neutral"
0," enggak wan dia bahkan pakai tulis pocong segala gambar wkwk","neutral"
2,"rt netizen facebook sama segitiga saja takut netizen twitter ada pocong muncul sambut dengan sukacita ","positive"
-3,"mau balek lihat putih gang kukira pocong rupa ibu pakai mukena baru balek solat ajg senam jantung","negative"
-1,"gaes hantu lokal yang turut kalian seram apa me pocong entah kenapa dari gue kecil suka ditakutin abang gue dengan ","negative"
0,"pocong balik ketwitter dengan bawa rakyat rakyat instagram","neutral"
2," sumpah enggak pakai pocong kan ","positive"
3," ya allah pocong nya centang biru pocong verified ari gue kecil suka ditakutin abang gue dengan ","positive"
0,"pocong saja sudah balik lagi ke twitter terus kalian enggak ada niat mau balik jadi jomblo begitu iya maksud hubun ","neutral"
0,"rt pocong sudah balik ke twitterawkarin sudah balik ke twitterkamu kapan balik sama akuhash ramashok ","neutral"
-4," ish masa tetangga kamu punya guling kayak pocong seram tau ","negative"
1,"rt topik cinta beda agama is sok last year try cinta beda alam kamu manusia dia pocong ","positive"
-4," pocong mana pocong er terus kalian enggak ada niat mau balik jadi jomblo begitu iya maksud hubun ","negative"
0," belum tau saja kalau tetiba pocong rebah samping kamu ad jomblo begitu iya maksud hubun ","neutral"
0," iyaak lebih hits kuntilanak sih dulu daripada pocong ","neutral"
-2,"akhir pecah pocong itu bang arip ad jomblo begitu iya maksud hubun ","negative"
4," yang ada pocong yang kangen","positive"
0," pocong mini ya","neutral"
0,"rt pocong sudah balik ke twitterawkarin sudah balik ke twitterkamu kapan balik sama akuhash ramashok ","neutral"
0," pocong kalo bangun pagi ya ","neutral"
0,"pocong sudah balik ke twitterawkarin sudah balik ke twitterkamu kapan balik sama akuhash ramashok ","neutral"
0,"apa sih ini bong bong bong kayak sih pocong jam dulu saja ","neutral"
0," pocong bodo po cih","neutral"
0,"jadi pocong kene elastic","neutral"
1," kerja seperti pocongbahkan lompat lompat saja enggak ada yang tahutiba muncul saja begitu","positive"
-3," moga mati enggak jadi pocong ya","negative"
-4,"rt lagi rame balik di twitter jadi ingat ini salah satu tampil publik pertama di sama gua masih bayang anak","negative"
-4,"rt orang yang caper di tweet pocong minggu lagi juga sudah bosan ","negative"
0,"rt pocong sudah balik ke twitterawkarin sudah balik ke twitterkamu kapan balik sama akuhash ramashok ","neutral"
-3,"tiap kali cuci muka en bisa di diam lama lama dulu baru bilas eh tapi bagaimana baru nutup mata detik saja ","negative"
0," batman rasa pocong","neutral"
-3,"tali mati bukan tali pocong ","negative"
2,"yang bucin di tl tengah malam begini benar pacar lo tuh orang apa pocong sih ","positive"
0," diewe kunti sundel bolong pocong nder","neutral"
0,"masuk dan tonton live pocong p ramal di bigolive keyco wedding ","neutral"
0," gapapa cin lu mvp banget deh gambar pocong","neutral"
0," indonesian name itu pocong bigolive keyco wedding ","neutral"
0,"rt rasuk pocong ","neutral"
-5," tinkerbell kena azab jadi pocong","negative"
-1," hayo pocong keliling kali tuh","negative"
0,"rt pocong sudah balik ke twitterawkarin sudah balik ke twitterkamu kapan balik sama akuhash ramashok ","neutral"
0,"pocong punya twitter","neutral"
0," mungkin mbak kesel sama sender anon yang bilang ini baru selebtwit pocong who seola ","neutral"
0,"tapi lupa sudah jadi pocong ya allah ","neutral"
0," jangan diludahin pocong","neutral"
2,"sumpah ya anjir tadi habis tonton producex kan nah terus lihat notif dana ada yang nama pocong ditwittter tanya ","positive"
-4," tapi buka besok wae ya bun ada koper leseuh sok cuci muka heula ganti baju terus tidur ya cuci kaki ","negative"
0,"daripada yang mention nya pocong mbak he he he ","neutral"
0," pocong dzaman nau","neutral"
0," kan aku enggak ubah jadi pocong ","neutral"
-4," hmm cerita salah satu santri di pondok gue dulu yang kejar pocong","negative"
0," aku baca pocong mbak t t","neutral"
0,"nak tengok cerita pocong ","neutral"
-5," anjir sih pocong parah marahin noh ","negative"
0,"lagi tunggu pocong datang krrumah gue ","neutral"
4,"ini asli apa pocong yang punya prank prank yutuber welcomebackpocong","positive"
0,"masuk dan tonton live pocong p ramal di bigolive keyco wedding ","neutral"
0," bang pocong pasti","neutral"
2," iya woy sumpah waktu diceritain begitu langsung pada tatap an terus adek kelas ditanyain kamu nemu ","positive"
-4,"kak dicky itu takut banget sama yang nama pocong dickyfact","negative"
-3," i fikir dorang keluar je jadi pocong","negative"
0," enggak mau pakai tali pocong saja enggak","neutral"
-2,"jadi panitia kan pada bikin pocong an boongan begitu loh cuma bikin tapi adek kelas pada lapor lihat banyak ","negative"
-6," kan pocong juga setan enggak an boongan begitu loh cuma bikin tapi adek kelas pada lapor lihat banyak ","negative"
-4," setan bukan pocong ","negative"
-3," padahal kita les nya sama pocong budeg ya oh cuma bikin tapi adek kelas pada lapor lihat banyak ","negative"
-2," nasib dunia ini tak balik sia i nak naik hantu beb gentle sakit macam i patah pocong nye bapak nye tengkorak","negative"
3," peluk sama pocong","positive"
-3,"mampus gue takut sendiri gua ira guling yang gua pelukin pocong bangsat rupa sih bentuk","negative"
-1,"watching kumpul prank pocong di pelosok nusantara lama bulan ramadhan gila","negative"
4," ok mimpi pocong ya biar dia sng","positive"
0," kaget gue di rep sama yang ava nya pocong","neutral"
0,"yang ditwit sama pocong sudah pernah ditwit sama selebtwit yang lain tapi indak apa pasar beda waktu ","neutral"
2,"rt netizen facebook sama segitiga saja takut netizen twitter ada pocong muncul sambut dengan sukacita ","positive"
-5,"aku dengar podcast truss ada suara dan yang datang adalah pocong saja rinding bodoh ini semua karena sih batu","negative"
4,"pocong asli ","positive"
0," pocong bisa kesal juga ya selow om ","neutral"
-2," enggak mau nanti ketemu pocong selebtwit ituoh cuma bikin tapi adek kelas pada lapor lihat banyak ","negative"
0," baru tau aku itu pocong di kubur bisa mandi ","neutral"
0," gaperlu ah pocong saja bisa tenar apalagi ehem","neutral"
-2," pocong cengok enggak ada kapasin dulu h cuma bikin tapi adek kelas pada lapor lihat banyak ","negative"
-3," lagi takut pocong nih mau ikut ","negative"
0," siap sok ben enggak kaget lak ddi pocong","neutral"
0," pocong yang punya twitter","neutral"
-1,"rt dari zaman baru lahir sampai pocong muncul kembali hahaha nemu ini di liked twitter kali welcome back ","negative"
3,"rt imagine bantal peluk korang tukar jadi pocong","positive"
-4,"lucknutt teman nya pada kabur semua dan baru tau pocong gaya baru pakai spanduk bukan kain ","negative"
4," sep tiati nanti jadi pocong benar","positive"
0,"rt pocong sudah balik ke twitterawkarin sudah balik ke twitterkamu kapan balik sama akuhash ramashok ","neutral"
-4,"rt lagi rame balik di twitter jadi ingat ini salah satu tampil publik pertama di sama gua masih bayang anak","negative"
0," baru nongol sudah ajak ribut nih pocong","neutral"
0," haa mbo pikir pocong ye colot barang","neutral"
-2," ih kemarin aku tonton ini kocak btw ada tuh yang nemu pocong jadi anan publik pertama di sama gua masih bayang anak","negative"
0,"min boleh nih min tambah sesi uji nyali yang jadi pocong sih mingyu sama hanbin ","neutral"
0," jaga pocong enakmh sambil ngupi","neutral"
0,"pocong kalo renang kayak bagaimana ya ","neutral"
0,"rt pocong sudah balik ke twitterawkarin sudah balik ke twitterkamu kapan balik sama akuhash ramashok ","neutral"
-4,"pocong pun ret istighfar kalah aku yang nemu pocong jadi anan publik pertama di sama gua masih bayang anak","negative"
0," bisa dong sama pocong","neutral"
0," hamdalah ada yang tanya wlpun pocong ","neutral"
-4," enggak usah sok sok jadi pocong lu gua samperin auto musyrik lu","negative"
8,"ajar dari pocong dari dulupakaiannya itu itu saja hidup sederhana ","positive"
-4,"anjing pocong bangsat ","negative"
-12," lo mana sudah mau tengah malam nih pocong kok nongol kalau siang doang bagi shift siang sama emak lo ya cong ","negative"
-2," tuh futsal apa pocong mumun sih rinding begitu","negative"
1," tim lihat sampai pocong nya pergi bookmarks ku bagus ya keras kepala kalau sudah gasuka sama orang enggak ","positive"
0," ubah jadi pocong","neutral"
-7,"rt wkwkwk ini pocong mangkal mana sih ","negative"
0," foto foto anak twitter bukber terus kayak kasih caption ini mah baru selebtwit poconggg who kayak g ","neutral"
0," halo hooman calon pocong","neutral"
-7," kepo lu anjing pocong ","negative"
0,"niat prank jadi pocong bocah ini malah samper polisi ","neutral"
0," kayak videony pocong waktu itu","neutral"
-1,"rt ada yang pernah tampak pocong lompat ada yang guling ada juga tampak bola api tak tinggal langsuir yang tenggek dekat","negative"
0,"gua kembar pocong enggak nya ","neutral"
-1,"ada yang pernah tampak pocong lompat ada yang guling ada juga tampak bola api tak tinggal langsuir yang bertengg ","negative"
2,"rt hai sahabat baca pada heboh comebacknya mince mau bilang welcomebackpoconggg di dunia twitter ini nah ngomon","positive"
-4,"rt lagi rame balik di twitter jadi ingat ini salah satu tampil publik pertama di sama gua masih bayang anak","negative"
3," lagi laku suatu yang pocong enggak bisa laku hayo apa ","positive"
4," tenang pocong stay pojok","positive"
4,"main handphone jam non stop mampu ajar matematika menit mampus duh aku anaktwitter ","positive"
7,"rt selamat datang kembali suka apa pocong tter ","positive"
